source,category,full_path
id04055,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04055/00001_id05252_CMxIX3absYM_faceswap_id05251_wavtolip.mp4
id04055,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04055/00001_id05252_CMxIX3absYM_faceswap_id05980_wavtolip.mp4
id04705,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04705/00408_id05252_CMxIX3absYM_faceswap_id00460_wavtolip.mp4
id04705,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04705/00408_id05252_CMxIX3absYM_faceswap_id01838_wavtolip.mp4
id04705,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04705/00408_id05252_CMxIX3absYM_faceswap_id02948_wavtolip.mp4
id04705,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04705/00408_id05252_CMxIX3absYM_faceswap_id03747_wavtolip.mp4
id04705,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04705/00408_id05252_CMxIX3absYM_faceswap_id04736_wavtolip.mp4
id04939,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04939/00174_id02586_dEYzYDsbAeo_faceswap_id00460_wavtolip.mp4
id04939,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04939/00174_id02586_dEYzYDsbAeo_faceswap_id01907_wavtolip.mp4
id04939,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04939/00174_id02586_dEYzYDsbAeo_faceswap_id03747_wavtolip.mp4
id04939,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04939/00174_id02586_dEYzYDsbAeo_faceswap_id04939_wavtolip.mp4
id04939,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id04939/00174_id02586_dEYzYDsbAeo_faceswap_id05235_wavtolip.mp4
id05106,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05106/00078_id04820_64ybrA1atlM_faceswap_id00371_wavtolip.mp4
id05106,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05106/00078_id04820_64ybrA1atlM_faceswap_id00592_wavtolip.mp4
id05106,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05106/00078_id04820_64ybrA1atlM_faceswap_id01661_wavtolip.mp4
id05106,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05106/00078_id04820_64ybrA1atlM_faceswap_id04437_wavtolip.mp4
id05106,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05106/00078_id04820_64ybrA1atlM_faceswap_id05231_wavtolip.mp4
id05231,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05231/00149_id01178_6XpgYMiKxhc_faceswap_id00371_wavtolip.mp4
id05231,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05231/00149_id01178_6XpgYMiKxhc_faceswap_id00592_wavtolip.mp4
id05231,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05231/00149_id01178_6XpgYMiKxhc_faceswap_id01907_wavtolip.mp4
id05231,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05231/00149_id01178_6XpgYMiKxhc_faceswap_id02301_wavtolip.mp4
id05231,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05231/00149_id01178_6XpgYMiKxhc_faceswap_id02721_wavtolip.mp4
id05251,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05251/00033_id01178_6XpgYMiKxhc_faceswap_id00568_wavtolip.mp4
id05251,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05251/00033_id01178_6XpgYMiKxhc_faceswap_id03569_wavtolip.mp4
id05251,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05251/00033_id01178_6XpgYMiKxhc_faceswap_id03658_wavtolip.mp4
id05251,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05251/00033_id01178_6XpgYMiKxhc_faceswap_id04437_wavtolip.mp4
id05252,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05252/00052_id01178_6XpgYMiKxhc_faceswap_id00220_wavtolip.mp4
id05252,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05252/00052_id01178_6XpgYMiKxhc_faceswap_id00832_wavtolip.mp4
id05252,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05252/00052_id01178_6XpgYMiKxhc_faceswap_id02824_wavtolip.mp4
id05252,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05252/00052_id01178_6XpgYMiKxhc_faceswap_id04376_wavtolip.mp4
id05252,D,FakeAVCeleb/FakeVideo-FakeAudio/African/women/id05252/00052_id01178_6XpgYMiKxhc_faceswap_id04437_wavtolip.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id00391_TjJgUZaenWI.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id01170_7eoTTk4xyNo.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id01171_XSINMRoTb0E.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id01179_RnqLJMrWELw.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id01452_4MqeoSxSy3w.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id01637_5VjcPZm8knM.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id02005_7_Egh9mW5y4.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id02316_yrrNcmZ-xmI.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id02342_RJPBPhJB8TA.mp4
id00166,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00166/00010_id02494_lObg47hQleE.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id00076_Isiq7cA-DNE.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id00366_RSOgEoek8WM.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id01207_mt129WTRSII.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id01528_SBAS9Kcb8QY.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id01544_uBo9585VW2A.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id01717_JDW6p8yU13A.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id01835_UZbWA0QfXXA.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id01920_w9C_knCPD94.mp4
id00173,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00173/00118_id02005_7_Egh9mW5y4.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id00166_PQV2ZbJBLNk.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id00476_UgdYVJ6xPYg.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id01170_7eoTTk4xyNo.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id01171_XSINMRoTb0E.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id01179_RnqLJMrWELw.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id01236_7WdumGR5-JM.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id01597_52WEZxe4_GE.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id01856_6Q2f3b1QNRM.mp4
id00391,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00391/00052_id02342_RJPBPhJB8TA.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id00478_UOK9hQZm-6k.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id00781_fvsSae9yc0A.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id00830_rfl3Teg9uew.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id01170_7eoTTk4xyNo.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id01171_XSINMRoTb0E.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id01597_52WEZxe4_GE.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id02296_IAgOrCuY8vU.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id02316_yrrNcmZ-xmI.mp4
id00475,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00475/00099_id02494_lObg47hQleE.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id00173_UHoMXLSjlDo.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id00366_RSOgEoek8WM.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id00781_fvsSae9yc0A.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id01171_XSINMRoTb0E.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id01207_mt129WTRSII.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id01392_fF-g0KFJ7lg.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id01544_uBo9585VW2A.mp4
id00476,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00476/00109_id01995_YUR9wTypwIo.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id00475_xQjvXRcnPvw.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id00518_qm7oQcDg4oI.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id00781_fvsSae9yc0A.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id01170_7eoTTk4xyNo.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id01597_52WEZxe4_GE.mp4
id00478,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00478/00206_id02296_IAgOrCuY8vU.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id00830_rfl3Teg9uew.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id01236_7WdumGR5-JM.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id01528_SBAS9Kcb8QY.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id01597_52WEZxe4_GE.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id02268_irA9myDvW-I.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id02316_yrrNcmZ-xmI.mp4
id00518,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00518/00031_id02494_lObg47hQleE.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id00761_QtTNFhCCgzw.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01036_AohKaMtIHxA.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01392_fF-g0KFJ7lg.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01597_52WEZxe4_GE.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01717_JDW6p8yU13A.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01835_UZbWA0QfXXA.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id01995_YUR9wTypwIo.mp4
id00701,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00701/00092_id04727_AAnyugIAXao.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id00987_S4evN4CPCe4.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id01076_9bqxgm5fT58.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id01392_fF-g0KFJ7lg.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id01717_JDW6p8yU13A.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id01835_UZbWA0QfXXA.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id01920_w9C_knCPD94.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id02051_LSz6x_fNV_Y.mp4
id00761,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00761/00072_id02342_RJPBPhJB8TA.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id00366_RSOgEoek8WM.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id00475_xQjvXRcnPvw.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id00476_UgdYVJ6xPYg.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id00518_qm7oQcDg4oI.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id01179_RnqLJMrWELw.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id01236_7WdumGR5-JM.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id01972_hBYoeQTm8ZQ.mp4
id00781,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00781/00092_id02494_lObg47hQleE.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id00076_Isiq7cA-DNE.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id00475_xQjvXRcnPvw.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id00518_qm7oQcDg4oI.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id01170_7eoTTk4xyNo.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id01544_uBo9585VW2A.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id01933_I5XXxgK7QpE.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id01972_hBYoeQTm8ZQ.mp4
id00830,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00830/00143_id02316_yrrNcmZ-xmI.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id00076_Isiq7cA-DNE.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id00518_qm7oQcDg4oI.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id00761_QtTNFhCCgzw.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id01036_AohKaMtIHxA.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id01076_9bqxgm5fT58.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id02005_7_Egh9mW5y4.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id02316_yrrNcmZ-xmI.mp4
id00987,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id00987/00160_id02342_RJPBPhJB8TA.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id00076_Isiq7cA-DNE.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id00701_lW6uzLIOwd0.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id01207_mt129WTRSII.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id01544_uBo9585VW2A.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id01691_IVtS5z8Jrrk.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id01835_UZbWA0QfXXA.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id01995_YUR9wTypwIo.mp4
id01036,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01036/00010_id02316_yrrNcmZ-xmI.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id00366_RSOgEoek8WM.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id00944_DiW5D62667U.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id00987_S4evN4CPCe4.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id01036_AohKaMtIHxA.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id01207_mt129WTRSII.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id01637_5VjcPZm8knM.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id01835_UZbWA0QfXXA.mp4
id01076,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01076/00005_id01972_hBYoeQTm8ZQ.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id00166_PQV2ZbJBLNk.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id00391_TjJgUZaenWI.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id00476_UgdYVJ6xPYg.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id01170_7eoTTk4xyNo.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id01544_uBo9585VW2A.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id01933_I5XXxgK7QpE.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id02342_RJPBPhJB8TA.mp4
id01171,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01171/00053_id02494_lObg47hQleE.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id00076_Isiq7cA-DNE.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id00366_RSOgEoek8WM.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id00476_UgdYVJ6xPYg.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id01076_9bqxgm5fT58.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id01179_RnqLJMrWELw.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id01392_fF-g0KFJ7lg.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id01717_JDW6p8yU13A.mp4
id01207,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01207/00320_id01995_YUR9wTypwIo.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id00166_PQV2ZbJBLNk.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id00518_qm7oQcDg4oI.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id00701_lW6uzLIOwd0.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id00944_DiW5D62667U.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id01528_SBAS9Kcb8QY.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id01544_uBo9585VW2A.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id01637_5VjcPZm8knM.mp4
id01452,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01452/00001_id01717_JDW6p8yU13A.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id01036_AohKaMtIHxA.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id01637_5VjcPZm8knM.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id01779_HgyHpDEo_jk.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id01835_UZbWA0QfXXA.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id01856_6Q2f3b1QNRM.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id01972_hBYoeQTm8ZQ.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id02296_IAgOrCuY8vU.mp4
id01521,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01521/00109_id02494_lObg47hQleE.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id00701_lW6uzLIOwd0.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id01236_7WdumGR5-JM.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id01598_jU0e5_ktk-0.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id01691_IVtS5z8Jrrk.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id01779_HgyHpDEo_jk.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id01835_UZbWA0QfXXA.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id01995_YUR9wTypwIo.mp4
id01530,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01530/00002_id02040_wl6EVkamZFQ.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id00366_RSOgEoek8WM.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01036_AohKaMtIHxA.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01171_XSINMRoTb0E.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01691_IVtS5z8Jrrk.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01717_JDW6p8yU13A.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01933_I5XXxgK7QpE.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01972_hBYoeQTm8ZQ.mp4
id01544,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01544/00044_id01995_YUR9wTypwIo.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id00391_TjJgUZaenWI.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id00701_lW6uzLIOwd0.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id00830_rfl3Teg9uew.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id01170_7eoTTk4xyNo.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id01236_7WdumGR5-JM.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id01392_fF-g0KFJ7lg.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id01920_w9C_knCPD94.mp4
id01597,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01597/00005_id02316_yrrNcmZ-xmI.mp4
id01598,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01598/00044_id00391_TjJgUZaenWI.mp4
id01598,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01598/00044_id00518_qm7oQcDg4oI.mp4
id01598,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01598/00044_id01170_7eoTTk4xyNo.mp4
id01598,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01598/00044_id01392_fF-g0KFJ7lg.mp4
id01598,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01598/00044_id01528_SBAS9Kcb8QY.mp4
id01598,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01598/00044_id01597_52WEZxe4_GE.mp4
id01598,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01598/00044_id01691_IVtS5z8Jrrk.mp4
id01598,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01598/00044_id01995_YUR9wTypwIo.mp4
id01691,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01691/00045_id00366_RSOgEoek8WM.mp4
id01691,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01691/00045_id00476_UgdYVJ6xPYg.mp4
id01691,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01691/00045_id00830_rfl3Teg9uew.mp4
id01691,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01691/00045_id01036_AohKaMtIHxA.mp4
id01691,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01691/00045_id01544_uBo9585VW2A.mp4
id01691,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01691/00045_id01779_HgyHpDEo_jk.mp4
id01691,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01691/00045_id01972_hBYoeQTm8ZQ.mp4
id01856,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01856/00006_id00391_TjJgUZaenWI.mp4
id01856,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01856/00006_id00830_rfl3Teg9uew.mp4
id01856,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01856/00006_id01597_52WEZxe4_GE.mp4
id01856,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01856/00006_id01920_w9C_knCPD94.mp4
id01856,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01856/00006_id02040_wl6EVkamZFQ.mp4
id01856,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01856/00006_id02494_lObg47hQleE.mp4
id01920,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01920/00099_id00366_RSOgEoek8WM.mp4
id01920,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01920/00099_id00476_UgdYVJ6xPYg.mp4
id01920,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01920/00099_id00761_QtTNFhCCgzw.mp4
id01920,C,FakeAVCeleb/FakeVideo-RealAudio/African/men/id01920/00099_id01076_9bqxgm5fT58.mp4
