"group_order","row_order","experiment_group","experiment_name","script","job_ids","model_label","metric_name_raw","metric_name","metric_value","metric_std","metric_delta","source_fragment","paper_usage"
"5","11","FAVC BRANCH PROBE","FV-RA: visual masking (sanity collapse)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A6","visual_mask@100%","visual_mask_at_100pct","0.3248","","","visual_mask@100%=0.3248 (delta=-0.6643)","Sanity check: modality-specific collapse validates probe methodology"
"5","11","FAVC BRANCH PROBE","FV-RA: visual masking (sanity collapse)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A6","delta","delta","-0.6643","","","visual_mask@100%=0.3248 (delta=-0.6643)","Sanity check: modality-specific collapse validates probe methodology"
"5","12","FAVC BRANCH PROBE","RV-FA: audio mask vs visual mask (modality specificity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A2","base","base","0.9915","","","base=0.9915","Validates probe framework. Confirms Z_c modality assignment"
"5","12","FAVC BRANCH PROBE","RV-FA: audio mask vs visual mask (modality specificity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A2","audio_mask@100%","audio_mask_at_100pct","0.4240","","","audio_mask@100%=0.4240","Validates probe framework. Confirms Z_c modality assignment"
"5","12","FAVC BRANCH PROBE","RV-FA: audio mask vs visual mask (modality specificity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A2","visual_mask@100%","visual_mask_at_100pct","0.9910","","","visual_mask@100%=0.9910","Validates probe framework. Confirms Z_c modality assignment"
"5","12","FAVC BRANCH PROBE","RV-FA: audio mask vs visual mask (modality specificity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A5","base","base","1.0000","","","base=1.0000","Validates probe framework. Confirms Z_c modality assignment"
"5","12","FAVC BRANCH PROBE","RV-FA: audio mask vs visual mask (modality specificity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A5","audio_mask@100%","audio_mask_at_100pct","0.3700","","","audio_mask@100%=0.3700","Validates probe framework. Confirms Z_c modality assignment"
"5","12","FAVC BRANCH PROBE","RV-FA: audio mask vs visual mask (modality specificity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A5","visual_mask@100%","visual_mask_at_100pct","1.0000","","","visual_mask@100%=1.0000","Validates probe framework. Confirms Z_c modality assignment"
"5","12","FAVC BRANCH PROBE","RV-FA: audio mask vs visual mask (modality specificity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A6","base","base","1.0000","","","base=1.0000","Validates probe framework. Confirms Z_c modality assignment"
"5","12","FAVC BRANCH PROBE","RV-FA: audio mask vs visual mask (modality specificity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A6","audio_mask@100%","audio_mask_at_100pct","0.3505","","","audio_mask@100%=0.3505","Validates probe framework. Confirms Z_c modality assignment"
"5","12","FAVC BRANCH PROBE","RV-FA: audio mask vs visual mask (modality specificity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A6","visual_mask@100%","visual_mask_at_100pct","1.0000","","","visual_mask@100%=1.0000","Validates probe framework. Confirms Z_c modality assignment"
"5","13","FAVC BRANCH PROBE","FV-RA: visual noise gradient (model sensitivity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A2","base","base","0.9925","","","base=0.9925","Signature of genuine visual specialization. Use alongside head ablation"
"5","13","FAVC BRANCH PROBE","FV-RA: visual noise gradient (model sensitivity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A2","visual_noise_sigma_1.0","visual_noise_sigma_1_0","0.6519","","","visual_noise_sigma_1.0=0.6519 (delta=-0.3407)","Signature of genuine visual specialization. Use alongside head ablation"
"5","13","FAVC BRANCH PROBE","FV-RA: visual noise gradient (model sensitivity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A2","delta","delta","-0.3407","","","visual_noise_sigma_1.0=0.6519 (delta=-0.3407)","Signature of genuine visual specialization. Use alongside head ablation"
"5","13","FAVC BRANCH PROBE","FV-RA: visual noise gradient (model sensitivity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A5","base","base","0.9898","","","base=0.9898","Signature of genuine visual specialization. Use alongside head ablation"
"5","13","FAVC BRANCH PROBE","FV-RA: visual noise gradient (model sensitivity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A5","visual_noise_sigma_1.0","visual_noise_sigma_1_0","0.5251","","","visual_noise_sigma_1.0=0.5251 (delta=-0.4648)","Signature of genuine visual specialization. Use alongside head ablation"
"5","13","FAVC BRANCH PROBE","FV-RA: visual noise gradient (model sensitivity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A5","delta","delta","-0.4648","","","visual_noise_sigma_1.0=0.5251 (delta=-0.4648)","Signature of genuine visual specialization. Use alongside head ablation"
"5","13","FAVC BRANCH PROBE","FV-RA: visual noise gradient (model sensitivity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A6","base","base","0.9892","","","base=0.9892","Signature of genuine visual specialization. Use alongside head ablation"
"5","13","FAVC BRANCH PROBE","FV-RA: visual noise gradient (model sensitivity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A6","visual_noise_sigma_1.0","visual_noise_sigma_1_0","0.4964","","","visual_noise_sigma_1.0=0.4964 (delta=-0.4928)","Signature of genuine visual specialization. Use alongside head ablation"
"5","13","FAVC BRANCH PROBE","FV-RA: visual noise gradient (model sensitivity)","avh_sup/eval_favc_branch_probe_perturb.py","23656792 / 23656793 / 23656794","A6","delta","delta","-0.4928","","","visual_noise_sigma_1.0=0.4964 (delta=-0.4928)","Signature of genuine visual specialization. Use alongside head ablation"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","ind","ind","0.5704","0.0313","","v_c: ind=0.5704±0.0313","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","OOD","ood","0.8906","","","OOD=0.8906","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","dom","dom","0.9944","0.0017","","dom=0.9944±0.0017","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","ind","ind","0.9431","0.0083","","a_c: ind=0.9431±0.0083","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","OOD","ood","0.7553","","","OOD=0.7553","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","dom","dom","0.9824","0.0035","","dom=0.9824±0.0035","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","ind","ind","0.5570","0.0304","","v_s: ind=0.5570±0.0304","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","OOD","ood","0.9140","","","OOD=0.9140","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","dom","dom","0.9895","0.0030","","dom=0.9895±0.0030","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","ind","ind","0.9158","0.0088","","a_s: ind=0.9158±0.0088","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","OOD","ood","0.7626","","","OOD=0.7626","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","dom","dom","0.9797","0.0059","","dom=0.9797±0.0059","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","ind","ind","0.9420","","","Z_c: ind=0.9420 OOD=0.7052 dom=0.9975","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","OOD","ood","0.7052","","","Z_c: ind=0.9420 OOD=0.7052 dom=0.9975","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","dom","dom","0.9975","","","Z_c: ind=0.9420 OOD=0.7052 dom=0.9975","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","ind","ind","0.9190","","","Z_s: ind=0.9190 OOD=0.7396 dom=0.9962","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","OOD","ood","0.7396","","","Z_s: ind=0.9190 OOD=0.7396 dom=0.9962","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","14","SUBSPACE PROBE","A2 causal halves v_c / a_c / v_s / a_s (dim=512 each)","avh_sup/eval_subspace_probe.py","23658622","A2","dom","dom","0.9962","","","Z_s: ind=0.9190 OOD=0.7396 dom=0.9962","Establishes A2 has visual OOD capacity at Z_c level; head routing is the bottleneck"
"6","15","SUBSPACE PROBE","FCD visual subspaces s_v / u_v (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A2","Zc_OOD","zc_ood","0.7052","","","A2 ref: Zc_OOD=0.7052 (1024-dim baseline)","Strongest representation evidence. FCD u_v (256-dim) outperforms binary Z_c (1024-dim) on OOD"
"6","15","SUBSPACE PROBE","FCD visual subspaces s_v / u_v (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A5","ind","ind","0.5672","0.0172","","s_v: ind=0.5672±0.0172","Strongest representation evidence. FCD u_v (256-dim) outperforms binary Z_c (1024-dim) on OOD"
"6","15","SUBSPACE PROBE","FCD visual subspaces s_v / u_v (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A5","OOD","ood","0.8138","","","OOD=0.8138","Strongest representation evidence. FCD u_v (256-dim) outperforms binary Z_c (1024-dim) on OOD"
"6","15","SUBSPACE PROBE","FCD visual subspaces s_v / u_v (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A5","dom","dom","0.9921","0.0023","","dom=0.9921±0.0023","Strongest representation evidence. FCD u_v (256-dim) outperforms binary Z_c (1024-dim) on OOD"
"6","15","SUBSPACE PROBE","FCD visual subspaces s_v / u_v (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A5","ind","ind","0.7879","0.0102","","u_v: ind=0.7879±0.0102","Strongest representation evidence. FCD u_v (256-dim) outperforms binary Z_c (1024-dim) on OOD"
"6","15","SUBSPACE PROBE","FCD visual subspaces s_v / u_v (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A5","OOD","ood","0.8248","","","OOD=0.8248","Strongest representation evidence. FCD u_v (256-dim) outperforms binary Z_c (1024-dim) on OOD"
"6","15","SUBSPACE PROBE","FCD visual subspaces s_v / u_v (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A5","dom","dom","0.9668","0.0058","","dom=0.9668±0.0058","Strongest representation evidence. FCD u_v (256-dim) outperforms binary Z_c (1024-dim) on OOD"
"6","15","SUBSPACE PROBE","FCD visual subspaces s_v / u_v (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A6","ind","ind","0.5297","0.0124","","s_v: ind=0.5297±0.0124","Strongest representation evidence. FCD u_v (256-dim) outperforms binary Z_c (1024-dim) on OOD"
"6","15","SUBSPACE PROBE","FCD visual subspaces s_v / u_v (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A6","OOD","ood","0.7258","","","OOD=0.7258","Strongest representation evidence. FCD u_v (256-dim) outperforms binary Z_c (1024-dim) on OOD"
"6","15","SUBSPACE PROBE","FCD visual subspaces s_v / u_v (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A6","dom","dom","0.9890","0.0030","","dom=0.9890±0.0030","Strongest representation evidence. FCD u_v (256-dim) outperforms binary Z_c (1024-dim) on OOD"
"6","15","SUBSPACE PROBE","FCD visual subspaces s_v / u_v (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A6","ind","ind","0.7818","0.0294","","u_v: ind=0.7818±0.0294","Strongest representation evidence. FCD u_v (256-dim) outperforms binary Z_c (1024-dim) on OOD"
"6","15","SUBSPACE PROBE","FCD visual subspaces s_v / u_v (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A6","OOD","ood","0.9238","","","OOD=0.9238","Strongest representation evidence. FCD u_v (256-dim) outperforms binary Z_c (1024-dim) on OOD"
"6","15","SUBSPACE PROBE","FCD visual subspaces s_v / u_v (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A6","dom","dom","0.9763","0.0057","","dom=0.9763±0.0057","Strongest representation evidence. FCD u_v (256-dim) outperforms binary Z_c (1024-dim) on OOD"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A2","ind","ind","0.9431","","","A2 ref: a_c ind=0.9431 OOD=0.7553 dom=0.9824","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A2","OOD","ood","0.7553","","","A2 ref: a_c ind=0.9431 OOD=0.7553 dom=0.9824","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A2","dom","dom","0.9824","","","A2 ref: a_c ind=0.9431 OOD=0.7553 dom=0.9824","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A5","ind","ind","0.9906","0.0060","","s_a: ind=0.9906±0.0060","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A5","OOD","ood","0.7496","","","OOD=0.7496","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A5","dom","dom","0.9820","0.0035","","dom=0.9820±0.0035","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A5","ind","ind","0.9950","0.0047","","u_a: ind=0.9950±0.0047","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A5","OOD","ood","0.7570","","","OOD=0.7570","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A5","dom","dom","0.9377","0.0077","","dom=0.9377±0.0077","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A6","ind","ind","0.9678","0.0086","","s_a: ind=0.9678±0.0086","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A6","OOD","ood","0.7391","","","OOD=0.7391","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A6","dom","dom","0.9835","0.0038","","dom=0.9835±0.0038","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A6","ind","ind","0.9959","0.0035","","u_a: ind=0.9959±0.0035","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A6","OOD","ood","0.7573","","","OOD=0.7573","A6 domain push-pull primarily distills domain correlation from u_a"
"6","16","SUBSPACE PROBE","FCD audio subspaces s_a / u_a (dim=256 each)","avh_sup/eval_subspace_probe.py","23658623 / 23658624","A6","dom","dom","0.9422","0.0101","","dom=0.9422±0.0101","A6 domain push-pull primarily distills domain correlation from u_a"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A2","ind","ind","0.9420","","","Z_c: ind=0.9420 OOD=0.7052","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A2","OOD","ood","0.7052","","","Z_c: ind=0.9420 OOD=0.7052","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A2","ind","ind","0.9190","","","Z_s: ind=0.9190 OOD=0.7396","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A2","OOD","ood","0.7396","","","Z_s: ind=0.9190 OOD=0.7396","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A5","ind","ind","0.7354","0.0166","","r_v: ind=0.7354±0.0166","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A5","OOD","ood","0.7890","","","OOD=0.7890","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A5","dom","dom","0.9899","0.0035","","dom=0.9899±0.0035","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A5","ind","ind","0.9949","0.0036","","r_a: ind=0.9949±0.0036","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A5","OOD","ood","0.7575","","","OOD=0.7575","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A5","dom","dom","0.9836","0.0039","","dom=0.9836±0.0039","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A5","vis_all_OOD","vis_all_ood","0.8220","","","vis_all_OOD=0.8220","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A5","aud_all_OOD","aud_all_ood","0.7559","","","aud_all_OOD=0.7559","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A5","syn_all_OOD","syn_all_ood","0.7686","","","syn_all_OOD=0.7686","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A5","uniq_all_OOD","uniq_all_ood","0.6909","","","uniq_all_OOD=0.6909","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A6","ind","ind","0.7384","0.0209","","r_v: ind=0.7384±0.0209","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A6","OOD","ood","0.8350","","","OOD=0.8350","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A6","dom","dom","0.9922","0.0019","","dom=0.9922±0.0019","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A6","ind","ind","0.9971","0.0020","","r_a: ind=0.9971±0.0020","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A6","OOD","ood","0.7619","","","OOD=0.7619","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A6","dom","dom","0.9817","0.0063","","dom=0.9817±0.0063","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A6","vis_all_OOD","vis_all_ood","0.8150","","","vis_all_OOD=0.8150","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A6","aud_all_OOD","aud_all_ood","0.7639","","","aud_all_OOD=0.7639","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A6","syn_all_OOD","syn_all_ood","0.6809","","","syn_all_OOD=0.6809","Spurious branches generalize too. Key is which subspace the head routes through"
"6","17","SUBSPACE PROBE","FCD spurious subspaces r_v / r_a (Z_s) and aggregates","avh_sup/eval_subspace_probe.py","23658622 / 23658623 / 23658624","A6","uniq_all_OOD","uniq_all_ood","0.7736","","","uniq_all_OOD=0.7736","Spurious branches generalize too. Key is which subspace the head routes through"
"7","18","HEAD ABLATION","A2 trained head: inference ablation (mask v_c or a_c)","avh_sup/eval_head_ablation.py","23658625","A2","AV1M","av1m","0.9975","","","baseline: AV1M=0.9975","Smoking gun: binary head never learned to use visual Z_c. Compare to A6 mask_uv"
"7","18","HEAD ABLATION","A2 trained head: inference ablation (mask v_c or a_c)","avh_sup/eval_head_ablation.py","23658625","A2","FV-RA","fv_ra","0.4949","","","FV-RA=0.4949","Smoking gun: binary head never learned to use visual Z_c. Compare to A6 mask_uv"
"7","18","HEAD ABLATION","A2 trained head: inference ablation (mask v_c or a_c)","avh_sup/eval_head_ablation.py","23658625","A2","RV-FA","rv_fa","1.0000","","","RV-FA=1.0000","Smoking gun: binary head never learned to use visual Z_c. Compare to A6 mask_uv"
"7","18","HEAD ABLATION","A2 trained head: inference ablation (mask v_c or a_c)","avh_sup/eval_head_ablation.py","23658625","A2","overall","overall","0.7648","","","overall=0.7648","Smoking gun: binary head never learned to use visual Z_c. Compare to A6 mask_uv"
"7","18","HEAD ABLATION","A2 trained head: inference ablation (mask v_c or a_c)","avh_sup/eval_head_ablation.py","23658625","A2","AV1M","av1m","0.9970","","-0.0005","mask_vc: AV1M=0.9970(-0.0005)","Smoking gun: binary head never learned to use visual Z_c. Compare to A6 mask_uv"
"7","18","HEAD ABLATION","A2 trained head: inference ablation (mask v_c or a_c)","avh_sup/eval_head_ablation.py","23658625","A2","FV-RA","fv_ra","0.4613","","-0.0336","FV-RA=0.4613(-0.0336)","Smoking gun: binary head never learned to use visual Z_c. Compare to A6 mask_uv"
"7","18","HEAD ABLATION","A2 trained head: inference ablation (mask v_c or a_c)","avh_sup/eval_head_ablation.py","23658625","A2","RV-FA","rv_fa","1.0000","","","RV-FA=1.0000","Smoking gun: binary head never learned to use visual Z_c. Compare to A6 mask_uv"
"7","18","HEAD ABLATION","A2 trained head: inference ablation (mask v_c or a_c)","avh_sup/eval_head_ablation.py","23658625","A2","overall","overall","0.7493","","-0.0155","overall=0.7493(-0.0155)","Smoking gun: binary head never learned to use visual Z_c. Compare to A6 mask_uv"
